,gameState,gameState,gameState,gameState,gameState,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,gameState,home,away
teamData,winner,teamHome,teamAway,timeOfDay,location,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,rivalry,salary,salary
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411280IND,IND,IND,ORL,8:00p,"Bankers Life Fieldhouse, Indianapolis, Indiana",26,21,25,26,[],98,-1,2.0,"['hillso01', 'sloando01', 'stuckro01', 'westda01', 'mahinia01', 'allenla01', 'scolalu01', 'milescj01', 'watsocj01', 'copelch01', 'whittsh01', 'rudezda01', 'hibbero01']","[6, 9]",0,20,25,14,24,[],83,-3,2.0,"['fryech01', 'vucevni01', 'fournev01', 'harrito02', 'oladivi01', 'paytoel01', 'gordobe01', 'oquinky01', 'greenwi01', 'nichoan01', 'ridnolu01', 'harklma01', 'dedmode01']","[6, 11]",0,conference,530075145.0,922501611.0
201411280LAL,MIN,LAL,MIN,10:30p,"STAPLES Center, Los Angeles, California",30,28,38,23,[],119,-3,2.0,"['johnswe01', 'bryanko01', 'hilljo01', 'linje01', 'boozeca01', 'youngni01', 'ellinwa01', 'davised01', 'pricero01', 'sacrero01', 'kellyry01', 'henryxa01', 'clarkjo01']","[3, 12]",0,23,31,39,27,[],120,-3,2.0,"['youngth01', 'breweco01', 'willima01', 'wiggian01', 'dienggo01', 'lavinza01', 'bennean01', 'hummero01', 'budinch01', 'muhamsh01', 'robingl02', 'pekovni01']","[3, 10]",0,conference,846388246.0,677116728.0
201411280OKC,OKC,OKC,NYK,8:00p,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",30,29,23,23,[],105,1,2.0,"['roberan03', 'westbru01', 'adamsst01', 'ibakase01', 'thomala01', 'jacksre01', 'morroan01', 'lambje01', 'perkike01', 'collini01', 'jerregr01', 'smithis01', 'jonespe01']","[4, 12]",0,13,20,17,28,[],78,-2,2.0,"['acyqu01', 'caldejo01', 'smithjr01', 'shumpim01', 'dalemsa01', 'hardati02', 'stoudam01', 'larkish01', 'smithja02', 'weartr01', 'aldrico01', 'prigipa01', 'anthoca01']","[4, 12]",0,none,969198575.0,933507872.0
201411280POR,MEM,POR,MEM,10:00p,"Moda Center, Portland, Oregon",25,18,27,29,[],99,9,2.0,"['aldrila01', 'lillada01', 'matthwe02', 'batumni01', 'lopezro01', 'kamanch01', 'blakest01', 'crabbal01', 'freeljo01', 'bartowi01', 'wrighdo01', 'robinth01', 'leoname01']","[12, 3]",0,23,29,31,29,[],112,3,2.0,"['conlemi01', 'gasolma01', 'allento01', 'randoza01', 'leeco01', 'pondequ01', 'koufoko01', 'leuerjo01', 'udrihbe01', 'cartevi01', 'stokeja01', 'princta01', 'calatni01']","[13, 2]",0,conference,1161669994.0,1146067860.0
201411280SAS,SAS,SAS,SAC,8:30p,"AT&T Center, San Antonio, Texas",26,35,27,24,[],112,5,2.0,"['leonaka01', 'parketo01', 'diawbo01', 'duncati01', 'greenda02', 'ginobma01', 'bonnema01', 'baynear01', 'belinma01', 'josepco01', 'pendeje02', 'dayeau01', 'anderky01']","[10, 4]",0,22,29,29,24,[],104,-1,2.0,"['mclembe01', 'collida01', 'gayru01', 'thompja02', 'holliry01', 'landrca01', 'willide02', 'casspom01', 'sessira01', 'stausni01', 'mccalra01', 'evansre01']","[9, 6]",1,conference,1153684034.0,476674822.0
201411280TOR,DAL,TOR,DAL,7:30p,"Air Canada Centre, Toronto, Canada",21,22,21,38,[],102,6,2.0,"['lowryky01', 'johnsam01', 'valanjo01', 'rosste01', 'derozde01', 'willilo02', 'pattepa01', 'vasqugr01', 'johnsja01', 'hayesch01', 'stiemgr01', 'fieldla01', 'cabocbr01']","[13, 2]",0,26,22,23,35,[],106,1,2.0,"['ellismo01', 'parsoch01', 'chandty01', 'harride01', 'nowitdi01', 'aminual01', 'bareajo01', 'wrighbr03', 'crowdja01', 'smithgr02', 'villach01', 'nelsoja01', 'jefferi01']","[11, 5]",0,none,988295527.0,1200637488.0
201411290ATL,ATL,ATL,CHO,7:30p,"Philips Arena, Atlanta, Georgia",28,36,20,21,[],105,1,1.0,"['millspa01', 'carrode01', 'korveky01', 'teaguje01', 'horfoal01', 'brandel01', 'macksh01', 'scottmi01', 'bazemke01', 'schrode01', 'muscami01', 'sefolth01', 'anticpe01']","[8, 6]",0,17,11,23,24,[],75,-8,1.0,"['hendege02', 'walkeke02', 'zelleco01', 'stephla01', 'jeffeal01', 'hairspj02', 'biyombi01', 'maxieja01', 'roberbr01', 'pargoja01', 'vonleno01', 'willima02']","[4, 13]",1,division,1139781922.0,726888208.0
201411290CLE,CLE,CLE,IND,7:30p,"Quicken Loans Arena, Cleveland, Ohio",29,23,35,22,[],109,2,3.0,"['thomptr01', 'irvinky01', 'loveke01', 'jamesle01', 'mariosh01', 'waitedi01', 'amundlo01', 'cherrwi01', 'harrijo01', 'kirkal01', 'millemi01', 'jonesja02', 'haywobr01']","[7, 7]",0,21,28,22,26,[],97,1,1.0,"['hillso01', 'mahinia01', 'westda01', 'sloando01', 'stuckro01', 'copelch01', 'milescj01', 'watsocj01', 'allenla01', 'scolalu01', 'rudezda01', 'whittsh01', 'hibbero01']","[7, 9]",0,division,1393169223.0,530075145.0
201411290MIL,HOU,MIL,HOU,9:00p,"BMO Harris Bradley Center, Milwaukee, Wisconsin",23,23,26,31,[],103,3,1.0,"['antetgi01', 'parkeja01', 'knighbr03', 'sandela01', 'mayooj01', 'ilyaser01', 'bayleje01', 'middlkh01', 'marshke01', 'dudleja01', 'woltena01', 'pachuza01', 'hensojo01']","[10, 7]",0,28,25,32,32,[],117,-1,1.0,"['arizatr01', 'hardeja01', 'terryja01', 'motiedo01', 'blackta01', 'papanko01', 'garcifr01', 'johnsni01', 'dorsejo01', 'danietr01', 'howardw01', 'canaais01']","[12, 4]",0,none,824086066.0,827890641.0
201411290PHI,DAL,PHI,DAL,7:00p,"Wells Fargo Center, Philadelphia, Pennsylvania",26,25,35,17,[],103,-5,3.0,"['noelne01', 'cartemi01', 'mbahalu01', 'thompho01', 'simshe01', 'mcdankj01', 'shvedal01', 'daviebr01', 'covinro01', 'grantje01', 'sampsja02', 'gordodr01']","[0, 15]",0,28,30,32,20,[],110,2,1.0,"['ellismo01', 'parsoch01', 'chandty01', 'harride01', 'aminual01', 'jefferi01', 'bareajo01', 'wrighbr03', 'villach01', 'crowdja01', 'smithgr02', 'nowitdi01', 'nelsoja01']","[12, 5]",1,none,242975300.0,1200637488.0
201411290UTA,LAC,UTA,LAC,9:00p,"EnergySolutions Arena, Salt Lake City, Utah",18,32,26,20,[],96,-4,3.0,"['haywago01', 'favorde01', 'burketr01', 'burksal01', 'kanteen01', 'booketr01', 'goberru01', 'exumda01', 'inglejo01', 'hoodro01', 'novakst01', 'evansje01', 'clarkia01']","[5, 11]",0,35,27,28,22,[],112,3,1.0,"['paulch01', 'griffbl01', 'redicjj01', 'jordade01', 'barnema02', 'crawfja01', 'farmajo01', 'hawessp01', 'davisgl01', 'bullore01', 'turkohe01', 'udohek01', 'cunnija01']","[10, 5]",1,conference,873504036.0,1279604443.0
201411290WAS,WAS,WAS,NOP,7:00p,"Verizon Center, Washington, District of Columbia",23,17,25,18,[],83,-2,3.0,"['gortama01', 'bealbr01', 'walljo01', 'piercpa01', 'humphkr01', 'butlera01', 'goodedr01', 'porteot01', 'millean02', 'serapke01', 'templga01', 'hilarne01', 'blairde01']","[9, 5]",0,18,18,21,23,[],80,-2,1.0,"['davisan02', 'evansty01', 'holidjr01', 'riverau01', 'asikom01', 'salmojo01', 'anderry01', 'babbilu01', 'ajincal01', 'youngpa01', 'witheje01', 'milleda01', 'fredeji01']","[7, 7]",0,none,1286587975.0,819416075.0
201411300BOS,SAS,BOS,SAS,1:00p,"TD Garden, Boston, Massachusetts",22,27,24,16,[],89,-3,2.0,"['rondora01', 'greenje02', 'bradlav01', 'sullija01', 'zellety01', 'turneev01', 'olynyke01', 'thornma01', 'bassbr01', 'poweldw01', 'youngja01', 'pressph01', 'wallage01']","[4, 9]",0,25,20,33,33,[],111,6,2.0,"['greenda02', 'parketo01', 'leonaka01', 'duncati01', 'diawbo01', 'bonnema01', 'baynear01', 'ginobma01', 'josepco01', 'belinma01', 'pendeje02', 'anderky01', 'dayeau01']","[11, 4]",0,none,704860865.0,1153684034.0
201411300BRK,CHI,BRK,CHI,3:00p,"Barclays Center, Brooklyn, New York",22,20,21,21,[],84,1,4.0,"['willide01', 'bogdabo02', 'johnsjo02', 'garneke01', 'lopezbr01', 'jackja01', 'teletmi01', 'plumlma01', 'jordaje01', 'anderal01', 'jeffeco01', 'gutiejo01', 'karasse01']","[6, 8]",0,25,22,29,26,[],102,1,2.0,"['butleji01', 'gasolpa01', 'noahjo01', 'rosede01', 'dunlemi02', 'mirotni01', 'brookaa01', 'hinriki01', 'mcderdo01', 'snellto01', 'mohamna01', 'mooreet01', 'bairsca01']","[10, 6]",0,conference,1135945531.0,1127584543.0
201411300DET,GSW,DET,GSW,3:30p,"The Palace of Auburn Hills, Auburn Hills, Michigan",24,16,31,22,[],93,-7,2.0,"['caldwke01', 'jennibr01', 'smithjo03', 'singlky01', 'drumman01', 'monrogr01', 'butleca01', 'martica01', 'augusdj01', 'jerebjo01', 'dinwisp01', 'datomlu01', 'anthojo01']","[3, 13]",0,21,32,29,22,[],104,8,2.0,"['thompkl01', 'barneha02', 'greendr01', 'bogutan01', 'curryst01', 'iguodan01', 'livinsh01', 'speigma01', 'barbole01', 'rushbr01', 'kuzmiog01', 'holidju01', 'ezelife01']","[13, 2]",0,none,734674382.0,1225336378.0
201411300LAL,LAL,LAL,TOR,9:30p,"STAPLES Center, Los Angeles, California",27,31,23,28,[],129,-4,2.0,"['bryanko01', 'linje01', 'hilljo01', 'boozeca01', 'johnswe01', 'youngni01', 'sacrero01', 'pricero01', 'davised01', 'ellinwa01', 'kellyry01', 'henryxa01', 'clarkjo01']","[3, 13]",0,24,25,31,29,[],122,-1,2.0,"['lowryky01', 'rosste01', 'vasqugr01', 'valanjo01', 'johnsam01', 'pattepa01', 'willilo02', 'johnsja01', 'hansbty01', 'hayesch01', 'fieldla01', 'stiemgr01', 'noguelu01']","[13, 3]",0,none,846388246.0,800873997.0
201411300NYK,MIA,NYK,MIA,7:30p,"Madison Square Garden (IV), New York, New York",17,17,25,20,[],79,-3,2.0,"['anthoca01', 'caldejo01', 'shumpim01', 'acyqu01', 'dalemsa01', 'stoudam01', 'larkish01', 'hardati02', 'weartr01', 'smithja02', 'prigipa01', 'smithjr01', 'aldrico01']","[4, 13]",0,21,21,21,23,[],86,-1,5.0,"['denglu01', 'boshch01', 'wadedw01', 'coleno01', 'willish03', 'mcrobjo01', 'chalmma01', 'napiesh01', 'hasleud01', 'ennisja01', 'whiteha01', 'hamilju01', 'grangda01']","[8, 7]",0,conference,933507872.0,966883492.0
201411300PHO,ORL,PHO,ORL,8:00p,"US Airways Center, Phoenix, Arizona",23,16,19,32,[],90,-1,2.0,"['dragigo01', 'morrima02', 'bledser01', 'plumlmi01', 'morrima03', 'tuckepj01', 'greenge01', 'lenal01', 'tollian01', 'goodwar01', 'dragizo01', 'randosh01', 'warretj01']","[10, 7]",0,27,25,17,24,[],93,-4,2.0,"['oladivi01', 'vucevni01', 'harrito02', 'fournev01', 'fryech01', 'paytoel01', 'greenwi01', 'gordobe01', 'oquinky01', 'dedmode01', 'harklma01', 'nichoan01', 'ridnolu01']","[6, 12]",0,none,682862875.0,922501611.0
201411300POR,POR,POR,MIN,9:00p,"Moda Center, Portland, Oregon",22,26,27,32,[],107,-1,2.0,"['aldrila01', 'lillada01', 'batumni01', 'matthwe02', 'lopezro01', 'blakest01', 'kamanch01', 'crabbal01', 'freeljo01', 'robinth01', 'wrighdo01', 'leoname01', 'clavevi01']","[12, 4]",0,26,14,21,32,[],93,1,2.0,"['youngth01', 'willima01', 'dienggo01', 'breweco01', 'wiggian01', 'muhamsh01', 'budinch01', 'bennean01', 'lavinza01', 'hummero01', 'robingl02', 'pekovni01', 'adrieje01']","[4, 10]",0,division,1099060522.0,680431135.0
201411300SAC,MEM,SAC,MEM,6:00p,"Sleep Train Arena, Sacramento, California",20,22,23,20,[],85,-2,2.0,"['mclembe01', 'collida01', 'gayru01', 'thompja02', 'holliry01', 'evansre01', 'landrca01', 'casspom01', 'sessira01', 'stausni01', 'mccalra01', 'moreler01', 'willide02']","[9, 7]",0,28,30,16,23,[],97,4,2.0,"['randoza01', 'leeco01', 'conlemi01', 'gasolma01', 'allento01', 'pondequ01', 'udrihbe01', 'leuerjo01', 'koufoko01', 'cartevi01', 'calatni01', 'stokeja01', 'princta01']","[14, 2]",1,conference,480111822.0,1146067860.0
201412010LAC,LAC,LAC,MIN,10:30p,"STAPLES Center, Los Angeles, California",31,34,36,26,[],127,4,2.0,"['jordade01', 'griffbl01', 'paulch01', 'barnema02', 'redicjj01', 'farmajo01', 'hawessp01', 'davisgl01', 'crawfja01', 'bullore01', 'cunnija01', 'turkohe01', 'udohek01']","[11, 5]",0,34,16,18,33,[],101,-1,1.0,"['wiggian01', 'willima01', 'youngth01', 'dienggo01', 'breweco01', 'bennean01', 'muhamsh01', 'lavinza01', 'budinch01', 'adrieje01', 'hummero01', 'robingl02', 'pekovni01']","[4, 11]",0,conference,1279604443.0,680431135.0
201412010PHI,SAS,PHI,SAS,7:00p,"Wells Fargo Center, Philadelphia, Pennsylvania",20,26,27,30,[],103,-6,2.0,"['cartemi01', 'thompho01', 'simshe01', 'mbahalu01', 'daviebr01', 'mcdankj01', 'shvedal01', 'covinro01', 'grantje01', 'sampsja02', 'gordodr01', 'noelne01']","[0, 16]",0,27,34,23,25,[],109,7,1.0,"['josepco01', 'leonaka01', 'baynear01', 'diawbo01', 'greenda02', 'belinma01', 'bonnema01', 'dayeau01', 'ginobma01', 'pendeje02', 'anderky01', 'parketo01', 'duncati01']","[12, 4]",1,none,242975300.0,1153684034.0
201412010UTA,DEN,UTA,DEN,9:00p,"EnergySolutions Arena, Salt Lake City, Utah",23,20,34,24,[],101,-5,2.0,"['haywago01', 'burksal01', 'burketr01', 'booketr01', 'kanteen01', 'goberru01', 'exumda01', 'inglejo01', 'hoodro01', 'novakst01', 'favorde01', 'evansje01', 'clarkia01']","[5, 12]",0,26,36,21,20,[],103,1,3.0,"['lawsoty01', 'chandwi01', 'afflaar01', 'farieke01', 'mozgoti01', 'hicksjj01', 'harriga01', 'arthuda01', 'gallida01', 'robinna01', 'nurkiju01', 'mcgeeja01', 'geeal01']","[8, 8]",0,division,873504036.0,807146087.0
201412010WAS,WAS,WAS,MIA,7:00p,"Verizon Center, Washington, District of Columbia",30,34,17,26,[],107,1,2.0,"['walljo01', 'gortama01', 'humphkr01', 'piercpa01', 'bealbr01', 'butlera01', 'porteot01', 'goodedr01', 'serapke01', 'millean02', 'blairde01', 'templga01', 'hilarne01']","[10, 5]",0,22,27,17,20,[],86,1,1.0,"['boshch01', 'wadedw01', 'denglu01', 'coleno01', 'willish03', 'chalmma01', 'napiesh01', 'mcrobjo01', 'ennisja01', 'hasleud01', 'hamilju01', 'whiteha01', 'grangda01']","[9, 7]",1,division,1286587975.0,966883492.0
201412020ATL,ATL,ATL,BOS,7:30p,"Philips Arena, Atlanta, Georgia",30,20,30,29,[],109,2,3.0,"['millspa01', 'korveky01', 'carrode01', 'horfoal01', 'teaguje01', 'schrode01', 'anticpe01', 'bazemke01', 'sefolth01', 'scottmi01', 'macksh01', 'muscami01', 'brandel01']","[9, 6]",0,42,24,19,20,[],105,-4,2.0,"['greenje02', 'rondora01', 'sullija01', 'bradlav01', 'zellety01', 'turneev01', 'olynyke01', 'bassbr01', 'thornma01', 'wallage01', 'youngja01', 'pressph01', 'poweldw01']","[4, 10]",0,conference,1139781922.0,704860865.0
201412020CHI,DAL,CHI,DAL,8:00p,"United Center, Chicago, Illinois",26,21,27,34,[13],129,2,2.0,"['gasolpa01', 'dunlemi02', 'butleji01', 'rosede01', 'noahjo01', 'hinriki01', 'mirotni01', 'brookaa01', 'snellto01', 'mooreet01', 'mohamna01', 'bairsca01']","[11, 6]",0,25,34,21,28,[13],132,3,3.0,"['ellismo01', 'parsoch01', 'nowitdi01', 'chandty01', 'nelsoja01', 'harride01', 'wrighbr03', 'jefferi01', 'bareajo01', 'aminual01', 'crowdja01', 'villach01', 'smithgr02']","[13, 5]",0,none,1081398108.0,1200637488.0
201412020CLE,CLE,CLE,MIL,7:00p,"Quicken Loans Arena, Cleveland, Ohio",30,22,27,32,[],111,3,3.0,"['jamesle01', 'irvinky01', 'loveke01', 'mariosh01', 'varejan01', 'thomptr01', 'millemi01', 'waitedi01', 'harrijo01', 'priceaj01', 'jonesja02', 'haywobr01', 'amundlo01']","[8, 7]",0,23,31,25,29,[],108,-1,3.0,"['parkeja01', 'knighbr03', 'mayooj01', 'antetgi01', 'sandela01', 'pachuza01', 'dudleja01', 'middlkh01', 'bayleje01', 'ilyaser01', 'woltena01', 'marshke01', 'hensojo01']","[10, 8]",0,division,1479663376.0,824086066.0
201412020DEN,POR,DEN,POR,9:00p,"Pepsi Center, Denver, Colorado",31,25,29,18,[],103,2,1.0,"['lawsoty01', 'afflaar01', 'chandwi01', 'farieke01', 'mozgoti01', 'hicksjj01', 'gallida01', 'arthuda01', 'harriga01', 'robinna01', 'geeal01', 'mcgeeja01', 'nurkiju01']","[9, 8]",0,23,27,28,27,[],105,1,2.0,"['aldrila01', 'matthwe02', 'batumni01', 'lopezro01', 'lillada01', 'blakest01', 'crabbal01', 'kamanch01', 'freeljo01', 'wrighdo01', 'robinth01', 'leoname01', 'clavevi01']","[13, 4]",2,division,807146087.0,1099060522.0
201412020DET,LAL,DET,LAL,7:30p,"The Palace of Auburn Hills, Auburn Hills, Michigan",19,26,20,31,[],96,-8,2.0,"['caldwke01', 'smithjo03', 'drumman01', 'jennibr01', 'singlky01', 'butleca01', 'monrogr01', 'augusdj01', 'jerebjo01', 'datomlu01', 'martica01', 'dinwisp01', 'anthojo01']","[3, 14]",0,19,27,35,25,[],106,1,2.0,"['bryanko01', 'hilljo01', 'linje01', 'johnswe01', 'boozeca01', 'youngni01', 'davised01', 'pricero01', 'sacrero01', 'ellinwa01', 'henryxa01', 'kellyry01', 'clarkjo01']","[4, 13]",0,none,734674382.0,846388246.0
201412020GSW,GSW,GSW,ORL,10:30p,"Oracle Arena, Oakland, California",24,32,17,25,[],98,9,2.0,"['curryst01', 'thompkl01', 'greendr01', 'barneha02', 'bogutan01', 'iguodan01', 'speigma01', 'barbole01', 'livinsh01', 'rushbr01', 'ezelife01', 'holidju01', 'kuzmiog01']","[14, 2]",1,25,21,29,22,[],97,1,2.0,"['harrito02', 'fournev01', 'oladivi01', 'fryech01', 'oquinky01', 'paytoel01', 'greenwi01', 'gordobe01', 'dedmode01', 'ridnolu01', 'vucevni01', 'nichoan01', 'harklma01']","[7, 12]",0,none,1225336378.0,922501611.0
201412020NOP,NOP,NOP,OKC,8:00p,"Smoothie King Center, New Orleans, Louisiana",29,40,16,27,[],112,-3,3.0,"['davisan02', 'evansty01', 'holidjr01', 'asikom01', 'babbilu01', 'anderry01', 'salmojo01', 'riverau01', 'ajincal01', 'fredeji01', 'witheje01', 'smithru01']","[7, 8]",0,26,26,22,30,[],104,2,4.0,"['ibakase01', 'westbru01', 'duranke01', 'adamsst01', 'roberan03', 'jacksre01', 'morroan01', 'perkike01', 'lambje01', 'collini01', 'thomala01', 'smithis01', 'jerregr01']","[5, 12]",0,conference,800831563.0,1271298557.0
201412020NYK,BRK,NYK,BRK,7:30p,"Madison Square Garden (IV), New York, New York",18,27,19,29,[],93,-4,2.0,"['anthoca01', 'stoudam01', 'caldejo01', 'shumpim01', 'dalemsa01', 'larkish01', 'aldrico01', 'prigipa01', 'hardati02', 'acyqu01', 'weartr01', 'smithja02', 'smithjr01']","[4, 14]",0,27,22,28,21,[],98,-1,2.0,"['bogdabo02', 'johnsjo02', 'willide01', 'lopezbr01', 'garneke01', 'plumlma01', 'jackja01', 'anderal01', 'teletmi01', 'gutiejo01', 'jordaje01', 'karasse01', 'jeffeco01']","[6, 9]",1,division,933507872.0,1135945531.0
201412020PHO,PHO,PHO,IND,9:00p,"US Airways Center, Phoenix, Arizona",26,28,29,33,[],116,-2,2.0,"['bledser01', 'dragigo01', 'morrima02', 'plumlmi01', 'tuckepj01', 'morrima03', 'greenge01', 'tollian01', 'lenal01', 'warretj01', 'goodwar01', 'ennisty01', 'randosh01']","[10, 8]",1,28,28,23,20,[],99,-1,3.0,"['hibbero01', 'hillso01', 'westda01', 'sloando01', 'stuckro01', 'watsocj01', 'copelch01', 'milescj01', 'scolalu01', 'mahinia01', 'allenla01', 'rudezda01', 'whittsh01']","[7, 10]",0,none,685361640.0,530075145.0
201412020SAC,TOR,SAC,TOR,10:00p,"Sleep Train Arena, Sacramento, California",22,33,28,26,[],109,-3,2.0,"['mclembe01', 'gayru01', 'thompja02', 'collida01', 'holliry01', 'evansre01', 'sessira01', 'casspom01', 'stausni01', 'willide02', 'landrca01', 'mccalra01', 'moreler01']","[9, 8]",0,31,26,35,25,[],117,-2,2.0,"['lowryky01', 'valanjo01', 'johnsam01', 'rosste01', 'vasqugr01', 'johnsja01', 'pattepa01', 'willilo02', 'hansbty01', 'stiemgr01', 'hayesch01', 'fieldla01', 'cabocbr01']","[13, 4]",0,none,480111822.0,802335835.0
201412030BOS,BOS,BOS,DET,7:30p,"TD Garden, Boston, Massachusetts",21,21,19,27,[],109,-5,1.0,"['greenje02', 'rondora01', 'sullija01', 'zellety01', 'bradlav01', 'turneev01', 'olynyke01', 'bassbr01', 'pressph01', 'wallage01', 'thornma01', 'smartma01', 'youngja01']","[4, 11]",0,23,20,15,30,[],102,-9,1.0,"['drumman01', 'caldwke01', 'jennibr01', 'smithjo03', 'singlky01', 'monrogr01', 'butleca01', 'augusdj01', 'martica01', 'jerebjo01', 'anthojo01', 'datomlu01', 'dinwisp01']","[3, 15]",0,conference,709626038.0,734674382.0
201412030BRK,BRK,BRK,SAS,7:30p,"Barclays Center, Brooklyn, New York",19,21,28,20,[],95,1,1.0,"['lopezbr01', 'teletmi01', 'johnsjo02', 'willide01', 'bogdabo02', 'jackja01', 'anderal01', 'plumlma01', 'jordaje01', 'karasse01', 'jeffeco01', 'gutiejo01', 'brownma02']","[7, 9]",0,19,23,16,30,[],93,8,2.0,"['leonaka01', 'duncati01', 'greenda02', 'parketo01', 'diawbo01', 'ginobma01', 'josepco01', 'bonnema01', 'baynear01', 'belinma01', 'dayeau01', 'pendeje02', 'anderky01']","[13, 4]",1,none,793425528.0,1153684034.0
201412030CHO,CHI,CHO,CHI,7:00p,"Time Warner Cable Arena, Charlotte, North Carolina",24,16,31,24,[],95,-9,4.0,"['stephla01', 'walkeke02', 'jeffeal01', 'hendege02', 'zelleco01', 'willima02', 'hairspj02', 'roberbr01', 'biyombi01', 'pargoja01', 'vonleno01', 'maxieja01']","[4, 14]",0,26,19,27,30,[],102,-1,1.0,"['butleji01', 'gasolpa01', 'noahjo01', 'dunlemi02', 'rosede01', 'mirotni01', 'hinriki01', 'brookaa01', 'snellto01', 'mooreet01', 'mohamna01', 'bairsca01']","[11, 7]",0,conference,726888208.0,1081398108.0
201412030HOU,HOU,HOU,MEM,8:00p,"Toyota Center, Houston, Texas",34,24,36,11,[],105,1,4.0,"['arizatr01', 'terryja01', 'hardeja01', 'motiedo01', 'blackta01', 'papanko01', 'dorsejo01', 'garcifr01', 'johnsni01', 'danietr01', 'capelca01', 'howardw01']","[13, 4]",0,28,18,22,28,[],96,5,3.0,"['conlemi01', 'gasolma01', 'leeco01', 'randoza01', 'allento01', 'pondequ01', 'leuerjo01', 'udrihbe01', 'calatni01', 'koufoko01', 'stokeja01', 'cartevi01', 'princta01']","[15, 2]",1,division,891890841.0,1146067860.0
201412030LAC,LAC,LAC,ORL,10:30p,"STAPLES Center, Los Angeles, California",31,26,27,30,[],114,5,2.0,"['barnema02', 'griffbl01', 'paulch01', 'redicjj01', 'jordade01', 'crawfja01', 'hawessp01', 'farmajo01', 'davisgl01', 'turkohe01', 'wilcocj01', 'cunnija01', 'udohek01']","[12, 5]",1,23,21,18,24,[],86,-1,1.0,"['fryech01', 'oladivi01', 'harrito02', 'fournev01', 'oquinky01', 'paytoel01', 'dedmode01', 'gordobe01', 'harklma01', 'nichoan01', 'ridnolu01', 'greenwi01', 'vucevni01']","[7, 13]",0,none,1254489759.0,922501611.0
201412030MIA,ATL,MIA,ATL,7:30p,"AmericanAirlines Arena, Miami, Florida",18,29,25,30,[],102,-1,2.0,"['boshch01', 'chalmma01', 'wadedw01', 'mcrobjo01', 'denglu01', 'napiesh01', 'willish03', 'ennisja01', 'hasleud01', 'grangda01', 'hamilju01', 'whiteha01', 'dawkian01']","[9, 8]",0,27,28,33,24,[],112,3,1.0,"['korveky01', 'millspa01', 'teaguje01', 'horfoal01', 'carrode01', 'schrode01', 'anticpe01', 'sefolth01', 'macksh01', 'scottmi01', 'bazemke01', 'muscami01', 'brandel01']","[10, 6]",1,division,958372374.0,1139781922.0
201412030MIL,DAL,MIL,DAL,8:00p,"BMO Harris Bradley Center, Milwaukee, Wisconsin",31,33,14,27,[],105,-2,1.0,"['knighbr03', 'mayooj01', 'parkeja01', 'sandela01', 'antetgi01', 'middlkh01', 'pachuza01', 'dudleja01', 'bayleje01', 'marshke01', 'woltena01', 'ilyaser01', 'hensojo01']","[10, 9]",0,29,28,23,27,[],107,4,1.0,"['ellismo01', 'parsoch01', 'chandty01', 'nelsoja01', 'aminual01', 'jefferi01', 'harride01', 'wrighbr03', 'bareajo01', 'crowdja01', 'villach01', 'smithgr02', 'nowitdi01']","[14, 5]",0,none,824086066.0,1200637488.0
201412030MIN,PHI,MIN,PHI,8:00p,"Target Center, Minneapolis, Minnesota",13,21,22,21,[],77,-2,2.0,"['dienggo01', 'willima01', 'breweco01', 'youngth01', 'wiggian01', 'muhamsh01', 'lavinza01', 'hummero01', 'budinch01', 'bennean01', 'robingl02', 'pekovni01', 'adrieje01']","[4, 12]",0,23,9,25,28,[],85,-7,2.0,"['cartemi01', 'thompho01', 'mbahalu01', 'noelne01', 'simshe01', 'mcdankj01', 'covinro01', 'daviebr01', 'grantje01', 'sampsja02', 'shvedal01', 'gordodr01']","[0, 17]",0,none,680431135.0,242975300.0
201412030UTA,TOR,UTA,TOR,9:00p,"EnergySolutions Arena, Salt Lake City, Utah",24,29,29,22,[],104,-6,2.0,"['haywago01', 'burketr01', 'kanteen01', 'favorde01', 'hoodro01', 'inglejo01', 'booketr01', 'exumda01', 'goberru01', 'clarkia01', 'novakst01', 'murryto01', 'evansje01']","[5, 13]",0,31,38,28,26,[],123,1,1.0,"['lowryky01', 'valanjo01', 'rosste01', 'vasqugr01', 'johnsam01', 'pattepa01', 'willilo02', 'johnsja01', 'hansbty01', 'stiemgr01', 'hayesch01', 'fieldla01', 'cabocbr01']","[14, 4]",1,none,804815852.0,802335835.0
